model,recall,precision,threshold
MLP,0.7275463703100827,0.7460242815225958,0.13039487600326538
MLP,0.7266226782548033,0.7463822446339117,0.13101166486740112
MLP,0.7257086752770269,0.7467415073145767,0.13163334131240845
MLP,0.724849577071767,0.7471611053961469,0.13232643902301788
MLP,0.7239420334789924,0.7475296558025992,0.13298606872558594
MLP,0.723028030501216,0.7479053078896729,0.13369449973106384
MLP,0.7220946493684336,0.7482521929164031,0.13432623445987701
MLP,0.721196794853162,0.7486371773982661,0.13499434292316437
MLP,0.7203053997228924,0.7490428147292341,0.1356087327003479
MLP,0.719378477975112,0.7494053246574098,0.13626673817634583
MLP,0.7184321780723257,0.749759007718494,0.13689975440502167
MLP,0.7175375532495551,0.7501451878663461,0.13751310110092163
MLP,0.7167269004318099,0.7506206747258546,0.13815826177597046
MLP,0.7158225865315363,0.751017393101719,0.13882771134376526
MLP,0.7149731774037794,0.7514630404084293,0.1395132839679718
MLP,0.714043025963498,0.7518227076730553,0.14020778238773346
MLP,0.7131387120632244,0.7522185997867419,0.1408870667219162
MLP,0.7121956418529392,0.7525698255385371,0.14156603813171387
MLP,0.711229963795147,0.7529086762830485,0.14225243031978607
MLP,0.7103127311248696,0.7532846515323807,0.14297853410243988
MLP,0.7092889186020599,0.7535642596119203,0.14369183778762817
MLP,0.708436279781802,0.7540089305049963,0.14445416629314423
